Price,MethodOfSale,PropertyType,DistanceFromCBD,Rooms,Bathroom,Car,Landsize,Latitude,Longtitude,Suburb,Date,StreetName
2615000.0,1,1,3.3,3,2,1,177.0,-37.8415,144.9585,Albert Park,10/12/2016,Dundas Pl
2100000.0,1,1,3.3,5,2,1,237.0,-37.8436,144.9557,Albert Park,10/12/2016,Finlay St
1300000.0,1,1,3.3,3,1,0,129.0,-37.8422,144.949,Albert Park,10/12/2016,Richardson St
1000000.0,1,1,3.3,2,1,0,288.0,-37.8407,144.9523,Albert Park,12/11/2016,Brooke St
2575000.0,1,1,3.3,3,2,1,228.0,-37.8445,144.9501,Albert Park,15/10/2016,Barrett St
1322500.0,1,1,3.3,2,1,0,149.0,-37.8443,144.9481,Albert Park,15/10/2016,Graham St
1562500.0,1,1,3.3,2,1,0,141.0,-37.8424,144.9562,Albert Park,15/10/2016,Montague St
2000000.0,6,1,3.3,3,2,1,211.0,-37.847,144.9575,Albert Park,16/04/2016,Mills St
1900000.0,1,1,3.3,3,1,0,209.0,-37.8468,144.9546,Albert Park,18/03/2017,Kerferd Rd
3010000.0,1,1,3.3,3,2,0,147.0,-37.8473,144.9551,Albert Park,18/03/2017,Page St
2800000.0,6,1,3.3,4,3,1,327.0,-37.8467,144.9475,Albert Park,18/06/2016,Withers St
2100000.0,2,1,3.3,3,1,1,120.0,-37.8427,144.9546,Albert Park,23/04/2016,Merton St
2000000.0,3,1,3.3,3,1,1,238.0,-37.8461,144.9528,Albert Park,24/09/2016,Page St
4735000.0,1,1,3.3,4,2,1,330.0,-37.8477,144.9558,Albert Park,25/02/2017,Page St
1340000.0,1,1,3.3,2,1,0,136.0,-37.846,144.9517,Albert Park,25/02/2017,Page St
1801000.0,1,1,3.3,3,1,1,202.0,-37.8429,144.9493,Albert Park,25/02/2017,Richardson St
3755000.0,1,1,3.3,3,2,2,325.0,-37.8413,144.95,Albert Park,26/07/2016,Greig St
2140000.0,1,1,3.3,4,2,1,183.0,-37.8434,144.9495,Albert Park,27/06/2016,Barrett St
1750000.0,1,1,3.3,2,1,1,162.0,-37.8416,144.9488,Albert Park,27/11/2016,Greig St
980000.0,1,1,3.3,2,1,0,79.0,-37.8387,144.9519,Albert Park,28/05/2016,Brooke St
2030000.0,1,1,3.3,3,2,0,152.0,-37.8488,144.9551,Albert Park,28/08/2016,Danks St
1740000.0,3,1,3.3,3,2,2,147.0,-37.8448,144.9453,Albert Park,28/08/2016,Reed St
985000.0,1,1,3.3,1,1,0,81.0,-37.8411,144.9497,Albert Park,30/07/2016,Durham St
2000000.0,1,1,6.4,4,2,4,853.0,-37.7707,145.0318,Alphington,3/09/2016,Smith St
1110000.0,1,1,6.4,3,2,2,208.0,-37.7854,145.0325,Alphington,3/09/2016,Yarralea St
1492000.0,1,1,6.4,3,2,2,411.0,-37.7713,145.0279,Alphington,4/03/2017,Fulham Rd
1717500.0,1,1,6.4,4,2,1,599.0,-37.7717,145.031,Alphington,8/10/2016,Shiers St
2840000.0,1,1,6.4,5,4,4,809.0,-37.775,145.0268,Alphington,12/06/2016,Fulham Rd
525500.0,1,2,6.4,2,1,1,88.0,-37.7791,145.0306,Alphington,12/11/2016,Harker St
805000.0,1,3,6.4,2,2,3,155.0,-37.7804,145.0308,Alphington,12/11/2016,Miller St
2000000.0,3,1,6.4,3,3,2,686.0,-37.78,145.0341,Alphington,15/10/2016,Heidelberg Rd
1540000.0,1,1,6.4,3,1,2,592.0,-37.7755,145.0288,Alphington,16/04/2016,Naroon Rd
820000.0,1,2,6.4,2,1,1,183.0,-37.7747,145.0264,Alphington,18/03/2017,Grange Rd
1830000.0,1,1,6.4,4,2,2,606.0,-37.7743,145.0316,Alphington,19/11/2016,Bennett St
2100000.0,1,1,6.4,4,2,2,575.0,-37.7723,145.0319,Alphington,19/11/2016,Bennett St
865000.0,2,1,6.4,3,1,1,180.0,-37.7802,145.0243,Alphington,22/05/2016,Hamilton St
1165000.0,1,1,6.4,3,1,2,979.0,-37.7792,145.029,Alphington,27/06/2016,Lowther St
1900000.0,2,1,6.4,4,2,2,556.0,-37.7844,145.0225,Alphington,27/11/2016,Margaret Gr
1485000.0,2,1,6.4,3,0,0,597.0,-37.7781,145.0284,Alphington,28/08/2016,Naroon Rd
1950000.0,1,1,6.4,4,2,3,589.0,-37.7719,145.0309,Alphington,30/07/2016,Shiers St
520000.0,6,1,13.8,3,2,1,352.0,-37.87,144.825,Altona,3/09/2016,Queen St
1525000.0,1,1,13.8,5,3,3,729.0,-37.8721,144.8105,Altona,3/12/2016,Bracken Gr
720000.0,1,3,13.8,2,1,2,292.0,-37.8687,144.8197,Altona,4/02/2016,Blyth St
1120000.0,1,1,13.8,3,1,2,506.0,-37.8693,144.8375,Altona,4/03/2017,Blyth St
780000.0,3,1,13.8,4,1,4,655.0,-37.868,144.8154,Altona,4/06/2016,Linnet St
1780000.0,2,1,13.8,4,3,6,1057.0,-37.8681,144.819,Altona,4/06/2016,Rose St
630000.0,1,2,13.8,3,1,2,311.0,-37.8702,144.8143,Altona,6/08/2016,Blyth St
406000.0,2,2,13.8,2,1,1,65.0,-37.8693,144.8171,Altona,6/08/2016,Grieve Pde
660000.0,6,1,13.8,3,1,1,602.0,-37.8616,144.8116,Altona,7/05/2016,Maidstone St
683500.0,1,1,13.8,3,1,1,530.0,-37.8594,144.817,Altona,7/11/2016,Keeshan Ct
580000.0,1,2,13.8,2,1,1,225.0,-37.8696,144.827,Altona,8/10/2016,Queen St
1335000.0,1,1,13.8,3,1,4,777.0,-37.8697,144.8249,Altona,8/10/2016,Queen St
800000.0,2,3,13.8,3,2,2,280.0,-37.8734,144.8143,Altona,8/10/2016,Queen St
510000.0,1,2,13.8,2,1,1,127.0,-37.8686,144.8182,Altona,10/09/2016,Grieve Pde
1070000.0,1,1,13.8,4,2,2,695.0,-37.8733,144.8147,Altona,10/09/2016,Queen St
425000.0,1,2,13.8,2,1,2,115.0,-37.871,144.8185,Altona,10/09/2016,Rose St
605000.0,1,2,13.8,3,2,2,230.0,-37.8646,144.827,Altona,10/12/2016,David St
705000.0,1,3,13.8,3,2,2,197.0,-37.8579,144.8181,Altona,11/02/2017,Merritt Ct
845000.0,1,1,13.8,4,1,2,745.0,-37.8658,144.8155,Altona,11/02/2017,Wren St
743000.0,2,3,13.8,3,2,2,211.0,-37.8698,144.816,Altona,12/11/2016,Blyth St
730000.0,2,2,13.8,3,2,1,69.0,-37.868,144.8286,Altona,13/08/2016,Blyth St
635000.0,1,1,13.8,3,1,4,625.0,-37.8611,144.8114,Altona,14/05/2016,Maidstone St
620000.0,2,2,13.8,2,1,1,168.0,-37.8676,144.8202,Altona,14/05/2016,Rayner St
447000.0,1,2,13.8,2,1,1,137.0,-37.8655,144.8299,Altona,15/10/2016,Sargood St
730000.0,2,2,13.8,3,2,1,70.0,-37.868,144.8287,Altona,16/04/2016,Blyth St
678000.0,1,1,13.8,3,1,2,606.0,-37.8608,144.8124,Altona,16/04/2016,Fenfield St
580000.0,3,2,13.8,2,2,1,175.0,-37.8687,144.8268,Altona,16/07/2016,David St
712000.0,1,1,13.8,3,1,2,363.0,-37.8674,144.8375,Altona,17/09/2016,Seves St
840000.0,2,1,13.8,3,2,2,534.0,-37.86,144.8245,Altona,18/03/2017,Mcintyre Dr
980000.0,1,1,13.8,3,1,2,724.0,-37.8672,144.817,Altona,19/11/2016,Boyd St
605100.0,1,3,13.8,3,2,0,265.0,-37.8583,144.8172,Altona,22/05/2016,Spear Ct
880000.0,3,1,13.8,3,3,1,577.0,-37.8699,144.8235,Altona,22/08/2016,Queen St
577000.0,1,2,13.8,3,2,1,205.0,-37.8684,144.815,Altona,23/04/2016,Mulga St
1030000.0,1,1,13.8,4,1,0,797.0,-37.8663,144.8387,Altona,25/02/2017,Millers Rd
605000.0,1,2,13.8,3,1,2,181.0,-37.8659,144.822,Altona,25/02/2017,Railway St
753000.0,1,1,13.8,3,2,2,529.0,-37.8612,144.8247,Altona,27/06/2016,Mcintyre Dr
857000.0,2,1,13.8,2,2,1,675.0,-37.8653,144.8129,Altona,27/11/2016,Maidstone St
1500000.0,1,1,13.8,3,1,1,929.0,-37.8651,144.832,Altona,28/05/2016,Bent St
730000.0,2,2,13.8,3,2,1,70.0,-37.868,144.8285,Altona,28/05/2016,Blyth St
900000.0,1,1,13.8,3,1,4,697.0,-37.871,144.8075,Altona,28/05/2016,Kookaburra St
740000.0,1,1,13.8,3,1,2,604.0,-37.8631,144.8195,Altona,28/08/2016,Civic Pde
931000.0,1,1,13.8,4,2,3,532.0,-37.8637,144.8365,Altona,28/08/2016,Curtin Ct
535600.0,2,1,13.8,2,1,1,154.0,-37.8646,144.8272,Altona,30/07/2016,David St
1085000.0,1,1,11.1,5,3,6,592.0,-37.8388,144.8567,Altona North,3/09/2016,Hearn St
781000.0,1,1,11.1,3,1,2,533.0,-37.8291,144.835,Altona North,3/09/2016,Knapp St
750000.0,2,1,11.1,3,1,3,554.0,-37.8449,144.85,Altona North,4/03/2017,Hatherley Gr
421000.0,1,3,11.1,2,1,1,77.0,-37.8351,144.8529,Altona North,4/03/2017,Marion St
1405000.0,1,1,11.1,3,1,3,655.0,-37.8338,144.8562,Altona North,4/03/2017,Mills St
683000.0,1,1,11.1,3,1,2,534.0,-37.8284,144.8355,Altona North,4/06/2016,Carthy St
623000.0,1,1,11.1,3,1,3,540.0,-37.8267,144.8368,Altona North,4/06/2016,Harris St
588000.0,1,1,11.1,3,1,1,328.0,-37.838,144.8555,Altona North,7/05/2016,Mills St
710000.0,3,1,11.1,3,1,3,540.0,-37.8294,144.8378,Altona North,7/11/2016,Binns St
875000.0,2,1,11.1,4,1,4,559.0,-37.8448,144.8529,Altona North,8/10/2016,Allan St
700000.0,6,1,11.1,3,1,3,554.0,-37.8449,144.85,Altona North,10/12/2016,Hatherley Gr
640000.0,1,3,11.1,2,1,1,252.0,-37.8397,144.8602,Altona North,11/03/2017,Mason St
650000.0,2,1,11.1,4,1,4,558.0,-37.8451,144.8529,Altona North,12/06/2016,Allan St
675000.0,1,1,11.1,3,2,2,171.0,-37.8337,144.8554,Altona North,14/05/2016,May St
708000.0,1,1,11.1,3,1,2,585.0,-37.8258,144.8523,Altona North,15/10/2016,Beevers St
965000.0,2,1,11.1,4,1,4,851.0,-37.8345,144.8444,Altona North,15/10/2016,Murphy St
680000.0,1,1,11.1,3,1,3,551.0,-37.8254,144.8514,Altona North,19/11/2016,Beevers St
770000.0,2,1,11.1,3,1,3,602.0,-37.8327,144.8451,Altona North,19/11/2016,Neal Ct
923000.0,1,1,11.1,3,1,2,740.0,-37.8269,144.8455,Altona North,22/05/2016,Duosa Rd
693000.0,2,1,11.1,4,2,4,315.0,-37.8391,144.8467,Altona North,22/05/2016,Millers Rd
620000.0,2,1,11.1,3,2,2,276.0,-37.8262,144.8443,Altona North,22/08/2016,Chambers Rd
728500.0,1,1,11.1,3,1,1,531.0,-37.8277,144.8385,Altona North,22/08/2016,Gadsden St
931000.0,1,1,11.1,3,2,1,590.0,-37.8382,144.8649,Altona North,22/08/2016,Hansen St
988000.0,1,1,11.1,3,1,4,715.0,-37.8423,144.8632,Altona North,22/08/2016,Prismall St
590000.0,1,1,11.1,3,1,2,561.0,-37.8444,144.8491,Altona North,23/04/2016,Mcintosh Rd
610000.0,1,1,11.1,2,1,2,691.0,-37.834,144.8553,Altona North,24/09/2016,May St
815000.0,1,1,11.1,3,2,3,555.0,-37.8318,144.8388,Altona North,25/02/2017,Hill St
970000.0,1,1,11.1,4,1,2,708.0,-37.833,144.8494,Altona North,25/02/2017,May St
760000.0,1,1,11.1,4,1,3,668.0,-37.8262,144.8439,Altona North,27/06/2016,Chambers Rd
847500.0,1,3,11.1,4,3,1,252.0,-37.8393,144.8568,Altona North,27/06/2016,Mason St
1200000.0,2,1,11.1,4,1,4,633.0,-37.8375,144.8541,Altona North,27/11/2016,Cresser St
700000.0,2,1,11.1,3,1,1,557.0,-37.8441,144.8505,Altona North,27/11/2016,Mcintosh Rd
625000.0,3,1,11.1,3,1,1,536.0,-37.8285,144.8351,Altona North,28/05/2016,Knapp St
292000.0,1,2,11.1,2,1,1,153.0,-37.8332,144.8649,Altona North,28/08/2016,Blackshaws Rd
550000.0,6,2,6.3,2,1,0,861.0,-37.8539,145.0284,Armadale,3/12/2016,Adelaide St
1205000.0,1,3,6.3,3,2,2,101.0,-37.854,145.0135,Armadale,3/12/2016,High St
1939000.0,1,1,6.3,3,2,2,296.0,-37.8614,145.0274,Armadale,3/12/2016,Llaneast St
1870000.0,1,1,6.3,3,1,1,217.0,-37.8592,145.0182,Armadale,4/03/2017,Cambridge St
2050000.0,1,1,6.3,3,2,1,205.0,-37.8574,145.0281,Armadale,4/03/2017,Willis St
3000000.0,6,1,6.3,4,2,2,1581.0,-37.858,145.0111,Armadale,4/06/2016,Orrong Rd
1525000.0,3,1,6.3,5,2,2,693.0,-37.8638,145.0229,Armadale,7/05/2016,Dandenong Rd
735000.0,3,2,6.3,3,2,1,2113.0,-37.8543,145.0262,Armadale,7/05/2016,Mercer Rd
1586000.0,1,3,6.3,3,2,2,246.0,-37.8566,145.0116,Armadale,7/05/2016,Orrong Rd
1435000.0,2,1,6.3,1,2,1,144.0,-37.8564,145.0228,Armadale,8/10/2016,William St
1210000.0,1,1,6.3,2,1,0,249.0,-37.8543,145.016,Armadale,12/11/2016,New St
2801000.0,1,1,6.3,4,2,2,624.0,-37.8536,145.0173,Armadale,12/11/2016,Northcote Rd
390000.0,1,2,6.3,1,1,0,881.0,-37.8614,145.0222,Armadale,14/05/2016,Wattletree Rd
1800000.0,3,1,6.3,3,2,2,405.0,-37.8545,145.0145,Armadale,15/10/2016,High St
2200000.0,3,1,6.3,4,1,2,495.0,-37.8613,145.0264,Armadale,15/10/2016,Llaneast St
5525000.0,1,1,6.3,6,3,4,1491.0,-37.8602,145.013,Armadale,17/09/2016,Dandenong Rd
1125000.0,1,1,6.3,2,1,2,169.0,-37.851,145.0161,Armadale,17/09/2016,Rose St
2250000.0,1,1,6.3,3,3,1,301.0,-37.8511,145.0167,Armadale,17/09/2016,Rose St
2360000.0,1,1,6.3,3,2,0,336.0,-37.8558,145.015,Armadale,18/03/2017,Auburn Gr
1900000.0,6,1,6.3,2,2,0,207.0,-37.8571,145.0224,Armadale,18/03/2017,Hume St
2365000.0,1,1,6.3,3,2,1,316.0,-37.8521,145.019,Armadale,18/06/2016,Glassford St
1300000.0,6,1,6.3,3,1,2,212.0,-37.8542,145.0149,Armadale,18/06/2016,New St
1900000.0,1,1,6.3,3,1,2,328.0,-37.8559,145.0158,Armadale,22/05/2016,Denbigh Rd
710000.0,1,2,6.3,2,1,1,2471.0,-37.8573,145.0186,Armadale,25/02/2017,Armadale St
872000.0,1,2,6.3,2,1,1,1194.0,-37.8604,145.0147,Armadale,25/02/2017,Dandenong Rd
1285000.0,1,1,6.3,3,1,2,186.0,-37.8554,145.0173,Armadale,25/02/2017,Sutherland Rd
3660000.0,1,1,6.3,4,3,2,421.0,-37.8593,145.0275,Armadale,25/02/2017,Union St
3625000.0,1,1,6.3,4,1,2,709.0,-37.8574,145.016,Armadale,27/11/2016,Denbigh Rd
4200000.0,6,1,6.3,4,3,3,563.0,-37.8582,145.0138,Armadale,27/11/2016,Hampden Rd
1101000.0,1,3,6.3,3,1,2,103.0,-37.8542,145.0135,Armadale,27/11/2016,High St
3512500.0,1,1,6.3,3,2,2,617.0,-37.8557,145.0264,Armadale,27/11/2016,Mercer Rd
2000000.0,3,1,6.3,4,3,4,544.0,-37.8611,145.0195,Armadale,28/05/2016,Kooyong Rd
2810000.0,1,1,6.3,5,2,2,617.0,-37.8611,145.0271,Armadale,28/08/2016,Llaneast St
940000.0,1,1,5.9,3,1,2,298.0,-37.7777,144.9195,Ascot Vale,3/12/2016,Rothwell St
1380000.0,2,1,5.9,3,2,2,277.0,-37.7777,144.9221,Ascot Vale,4/03/2017,Francis St
490000.0,6,2,5.9,2,1,1,423.0,-37.7736,144.9015,Ascot Vale,4/03/2017,Harold St
1850000.0,1,1,5.9,4,3,1,478.0,-37.7729,144.9179,Ascot Vale,4/03/2017,The Parade
1284000.0,1,1,5.9,3,1,2,623.0,-37.7758,144.9089,Ascot Vale,4/03/2017,Walter St
971000.0,2,1,5.9,3,2,2,285.0,-37.775,144.9091,Ascot Vale,4/06/2016,Epsom Rd
710000.0,3,1,5.9,2,1,1,214.0,-37.7776,144.9142,Ascot Vale,4/06/2016,Geddes St
2425000.0,3,1,5.9,6,3,2,1014.0,-37.7721,144.9184,Ascot Vale,4/06/2016,Maribyrnong Rd
750000.0,2,1,5.9,2,1,1,226.0,-37.7745,144.9093,Ascot Vale,4/06/2016,Roseberry St
1053000.0,1,1,5.9,2,1,1,269.0,-37.7748,144.929,Ascot Vale,6/08/2016,Fenton St
1377000.0,1,1,5.9,3,1,1,417.0,-37.7756,144.9208,Ascot Vale,6/08/2016,Mccully St
970000.0,1,1,5.9,3,1,2,350.0,-37.7759,144.91,Ascot Vale,7/05/2016,Epsom Rd
940000.0,1,1,5.9,2,1,1,330.0,-37.773,144.9049,Ascot Vale,7/05/2016,Hurtle St
751000.0,3,1,5.9,2,1,1,118.0,-37.7807,144.9288,Ascot Vale,7/05/2016,Kent St
950000.0,2,1,5.9,2,1,1,173.0,-37.7731,144.9206,Ascot Vale,7/05/2016,The Parade
685000.0,1,2,5.9,2,1,2,228.0,-37.7718,144.9066,Ascot Vale,7/11/2016,Epsom Rd
1230000.0,1,1,5.9,3,1,2,594.0,-37.7819,144.9064,Ascot Vale,8/10/2016,Monash St
910000.0,1,1,5.9,3,1,0,317.0,-37.7746,144.9112,Ascot Vale,8/10/2016,Roseberry St
770000.0,3,1,5.9,2,1,1,226.0,-37.7774,144.9186,Ascot Vale,10/09/2016,Francis St
960000.0,1,1,5.9,3,2,2,229.0,-37.7778,144.9065,Ascot Vale,10/12/2016,Dalgety Dr
890000.0,2,1,5.9,4,1,1,300.0,-37.7766,144.9143,Ascot Vale,10/12/2016,Mirams St
965000.0,1,1,5.9,2,1,1,170.0,-37.7732,144.9206,Ascot Vale,10/12/2016,The Parade
1440000.0,1,1,5.9,3,1,1,487.0,-37.7725,144.9146,Ascot Vale,11/02/2017,The Parade
955000.0,1,1,5.9,2,1,0,255.0,-37.7825,144.9208,Ascot Vale,11/03/2017,Ascot St
801000.0,1,1,5.9,3,1,2,431.0,-37.781,144.9207,Ascot Vale,12/11/2016,Farncomb St
1000000.0,3,1,5.9,3,2,2,440.0,-37.7746,144.9031,Ascot Vale,12/11/2016,Newsom St
1435000.0,1,1,5.9,3,2,2,532.0,-37.7737,144.904,Ascot Vale,12/11/2016,Pentland St
1425000.0,3,1,5.9,3,2,2,495.0,-37.7821,144.9055,Ascot Vale,13/08/2016,Monash St
1340000.0,1,1,5.9,4,2,2,683.0,-37.775,144.932,Ascot Vale,14/05/2016,Fenton St
955000.0,1,1,5.9,3,1,1,263.0,-37.7753,144.9116,Ascot Vale,14/05/2016,Munro St
1100000.0,6,1,5.9,4,2,5,559.0,-37.7791,144.9136,Ascot Vale,15/10/2016,Epsom Rd
1255000.0,1,1,5.9,3,2,2,308.0,-37.7759,144.9338,Ascot Vale,15/10/2016,Hockey La
