Price,Method,Type,Distance,Rooms,Bathroom,Car,Landsize,Propertycount,Suburb,Street,Date
457000.0,S,U,2.5,1.0,1.0,1.0,0.0,4019.0,Abbotsford,Nicholson,22/08/2016
1135000.0,S,H,2.5,2.0,2.0,2.0,98.0,4019.0,Abbotsford,Park,22/08/2016
1542000.0,S,H,2.5,4.0,3.0,1.0,0.0,4019.0,Abbotsford,Turner,24/09/2016
1290000.0,S,H,2.5,3.0,2.0,2.0,147.0,4019.0,Abbotsford,Gipps,25/02/2017
1290000.0,S,H,2.5,3.0,1.0,1.0,168.0,4019.0,Abbotsford,Stafford,25/02/2017
470000.0,S,U,2.5,1.0,1.0,1.0,0.0,4019.0,Abbotsford,Gipps,26/07/2016
1180000.0,S,H,2.5,2.0,1.0,0.0,162.0,4019.0,Abbotsford,Studley,27/11/2016
1195000.0,SP,H,2.5,3.0,2.0,1.0,120.0,4019.0,Abbotsford,Yarra,27/11/2016
1012500.0,S,H,2.5,2.0,1.0,0.0,182.0,4019.0,Abbotsford,Nicholson,28/05/2016
1030000.0,S,H,2.5,2.0,1.0,1.0,172.0,4019.0,Abbotsford,Charles,30/07/2016
840000.0,PI,T,13.5,3.0,2.0,1.0,303.0,3464.0,Airport West,Halsey,3/09/2016
730000.0,VB,H,13.5,3.0,2.0,1.0,0.0,3464.0,Airport West,Bedford,3/12/2016
770000.0,SP,H,13.5,3.0,2.0,1.0,0.0,3464.0,Airport West,Bedford,4/03/2017
603000.0,S,H,13.5,2.0,1.0,1.0,272.0,3464.0,Airport West,Hart,4/03/2017
700000.0,S,T,13.5,3.0,2.0,2.0,239.0,3464.0,Airport West,Hawker,4/03/2017
600000.0,S,H,13.5,3.0,1.0,1.0,290.0,3464.0,Airport West,Hillside,4/03/2017
500000.0,VB,U,13.5,2.0,1.0,1.0,168.0,3464.0,Airport West,McIntosh,4/03/2017
720000.0,S,H,13.5,3.0,1.0,1.0,620.0,3464.0,Airport West,Marshall,6/08/2016
785000.0,S,H,13.5,4.0,1.0,2.0,597.0,3464.0,Airport West,Roberts,6/08/2016
725000.0,SP,H,13.5,6.0,3.0,2.0,976.0,3464.0,Airport West,Harrington,7/05/2016
450000.0,S,T,13.5,2.0,1.0,1.0,110.0,3464.0,Airport West,Parer,7/05/2016
515000.0,S,U,13.5,2.0,1.0,1.0,141.0,3464.0,Airport West,Hart,7/11/2016
530000.0,S,U,13.5,2.0,1.0,1.0,120.0,3464.0,Airport West,Clydesdale,10/09/2016
895000.0,PI,H,13.5,3.0,1.0,6.0,1063.0,3464.0,Airport West,Deidre,10/09/2016
805000.0,S,H,13.5,3.0,1.0,1.0,0.0,3464.0,Airport West,Etzel,10/12/2016
752000.0,S,U,13.5,3.0,1.0,1.0,265.0,3464.0,Airport West,Cameron,11/02/2017
440000.0,S,U,13.5,2.0,1.0,1.0,192.0,3464.0,Airport West,Victory,13/08/2016
755000.0,PI,H,13.5,5.0,2.0,2.0,596.0,3464.0,Airport West,Parer,14/05/2016
700000.0,PI,T,13.5,3.0,2.0,2.0,165.0,3464.0,Airport West,Earl,15/10/2016
830000.0,S,H,13.5,3.0,1.0,2.0,971.0,3464.0,Airport West,Parer,16/04/2016
462500.0,S,U,13.5,2.0,1.0,1.0,164.0,3464.0,Airport West,Hawker,16/07/2016
670000.0,SP,H,13.5,3.0,2.0,2.0,657.0,3464.0,Airport West,Hillside,16/07/2016
675000.0,S,H,13.5,2.0,1.0,1.0,612.0,3464.0,Airport West,Parer,16/07/2016
1042000.0,S,H,13.5,3.0,2.0,5.0,612.0,3464.0,Airport West,Victory,16/07/2016
910000.0,S,H,13.5,3.0,1.0,1.0,775.0,3464.0,Airport West,King,17/09/2016
773000.0,S,H,13.5,4.0,3.0,4.0,531.0,3464.0,Airport West,Kittyhawk,17/09/2016
810000.0,PI,H,13.5,3.0,3.0,2.0,555.0,3464.0,Airport West,Fullarton,18/03/2017
715000.0,S,H,13.5,3.0,2.0,2.0,422.0,3464.0,Airport West,Marshall,18/03/2017
790000.0,S,H,13.5,3.0,1.0,3.0,614.0,3464.0,Airport West,Parer,18/03/2017
540000.0,SP,T,13.5,3.0,2.0,1.0,161.0,3464.0,Airport West,South,18/06/2016
825000.0,SP,T,13.5,3.0,2.0,1.0,293.0,3464.0,Airport West,North,19/11/2016
685000.0,S,H,13.5,3.0,1.0,1.0,579.0,3464.0,Airport West,Hilbert,22/05/2016
805000.0,S,H,13.5,3.0,1.0,1.0,623.0,3464.0,Airport West,Halsey,22/08/2016
510000.0,S,U,13.5,2.0,1.0,1.0,141.0,3464.0,Airport West,North,22/08/2016
612000.0,S,H,13.5,3.0,2.0,1.0,212.0,3464.0,Airport West,Victory,22/08/2016
662000.0,S,H,13.5,3.0,1.0,2.0,612.0,3464.0,Airport West,Marshall,23/04/2016
978000.0,S,H,13.5,4.0,3.0,2.0,532.0,3464.0,Airport West,Moorna,24/09/2016
720000.0,PI,H,13.5,3.0,1.0,1.0,585.0,3464.0,Airport West,North,25/02/2017
765000.0,S,H,13.5,4.0,1.0,2.0,509.0,3464.0,Airport West,Roberts,27/11/2016
900000.0,S,H,13.5,4.0,2.0,3.0,628.0,3464.0,Airport West,Roberts,27/11/2016
1275000.0,S,H,3.3,2.0,1.0,0.0,120.0,3280.0,Albert Park,Kerferd,3/09/2016
1455000.0,S,H,3.3,2.0,1.0,0.0,159.0,3280.0,Albert Park,Richardson,3/09/2016
2850000.0,PI,H,3.3,3.0,2.0,0.0,211.0,3280.0,Albert Park,Beaconsfield,4/03/2017
1850000.0,S,H,3.3,3.0,2.0,0.0,128.0,3280.0,Albert Park,Graham,4/03/2017
1436000.0,S,H,3.3,2.0,1.0,0.0,130.0,3280.0,Albert Park,Montague,4/03/2017
1110000.0,S,H,3.3,2.0,1.0,0.0,147.0,3280.0,Albert Park,Graham,6/08/2016
1550000.0,S,H,3.3,2.0,1.0,1.0,167.0,3280.0,Albert Park,Brooke,7/05/2016
2300000.0,S,H,3.3,4.0,2.0,1.0,153.0,3280.0,Albert Park,Richardson,7/05/2016
1550000.0,VB,T,3.3,3.0,2.0,2.0,718.0,3280.0,Albert Park,Mills,7/11/2016
1800000.0,VB,H,3.3,3.0,2.0,1.0,132.0,3280.0,Albert Park,Moubray,7/11/2016
2120000.0,S,H,3.3,2.0,1.0,1.0,199.0,3280.0,Albert Park,Faussett,10/09/2016
1800000.0,VB,H,3.3,3.0,1.0,1.0,253.0,3280.0,Albert Park,Herbert,10/09/2016
1800000.0,S,H,3.3,3.0,2.0,1.0,90.0,3280.0,Albert Park,Kerferd,10/09/2016
1810000.0,PI,H,3.3,2.0,1.0,0.0,240.0,3280.0,Albert Park,Draper,10/12/2016
2615000.0,S,H,3.3,3.0,2.0,1.0,177.0,3280.0,Albert Park,Dundas,10/12/2016
2100000.0,S,H,3.3,5.0,2.0,1.0,237.0,3280.0,Albert Park,Finlay,10/12/2016
1300000.0,S,H,3.3,3.0,1.0,0.0,129.0,3280.0,Albert Park,Richardson,10/12/2016
1370000.0,S,H,3.3,3.0,2.0,2.0,0.0,3280.0,Albert Park,Gatehouse,12/06/2016
1000000.0,S,H,3.3,2.0,1.0,0.0,288.0,3280.0,Albert Park,Brooke,12/11/2016
2575000.0,S,H,3.3,3.0,2.0,1.0,228.0,3280.0,Albert Park,Barrett,15/10/2016
1322500.0,S,H,3.3,2.0,1.0,0.0,149.0,3280.0,Albert Park,Graham,15/10/2016
1562500.0,S,H,3.3,2.0,1.0,0.0,141.0,3280.0,Albert Park,Montague,15/10/2016
2000000.0,VB,H,3.3,3.0,2.0,1.0,211.0,3280.0,Albert Park,Mills,16/04/2016
1900000.0,S,H,3.3,3.0,1.0,0.0,209.0,3280.0,Albert Park,Kerferd,18/03/2017
3010000.0,S,H,3.3,3.0,2.0,0.0,147.0,3280.0,Albert Park,Page,18/03/2017
2800000.0,VB,H,3.3,4.0,3.0,1.0,327.0,3280.0,Albert Park,Withers,18/06/2016
647000.0,S,U,3.3,2.0,1.0,1.0,0.0,3280.0,Albert Park,Kerferd,22/05/2016
2100000.0,SP,H,3.3,3.0,1.0,1.0,120.0,3280.0,Albert Park,Merton,23/04/2016
2000000.0,PI,H,3.3,3.0,1.0,1.0,238.0,3280.0,Albert Park,Page,24/09/2016
442500.0,S,U,3.3,1.0,1.0,0.0,0.0,3280.0,Albert Park,Moubray,25/02/2017
4735000.0,S,H,3.3,4.0,2.0,1.0,330.0,3280.0,Albert Park,Page,25/02/2017
1340000.0,S,H,3.3,2.0,1.0,0.0,136.0,3280.0,Albert Park,Page,25/02/2017
1801000.0,S,H,3.3,3.0,1.0,1.0,202.0,3280.0,Albert Park,Richardson,25/02/2017
1532000.0,S,H,3.3,3.0,3.0,1.0,0.0,3280.0,Albert Park,Dundas,26/07/2016
3755000.0,S,H,3.3,3.0,2.0,2.0,325.0,3280.0,Albert Park,Greig,26/07/2016
2140000.0,S,H,3.3,4.0,2.0,1.0,183.0,3280.0,Albert Park,Barrett,27/06/2016
1750000.0,S,H,3.3,2.0,1.0,1.0,162.0,3280.0,Albert Park,Greig,27/11/2016
980000.0,S,H,3.3,2.0,1.0,0.0,79.0,3280.0,Albert Park,Brooke,28/05/2016
2030000.0,S,H,3.3,3.0,2.0,0.0,152.0,3280.0,Albert Park,Danks,28/08/2016
1740000.0,PI,H,3.3,3.0,2.0,2.0,147.0,3280.0,Albert Park,Reed,28/08/2016
2800000.0,VB,H,3.3,3.0,3.0,1.0,0.0,3280.0,Albert Park,Bridport,30/07/2016
985000.0,S,H,3.3,1.0,1.0,0.0,81.0,3280.0,Albert Park,Durham,30/07/2016
2000000.0,S,H,6.4,4.0,2.0,4.0,853.0,2211.0,Alphington,Smith,3/09/2016
1110000.0,S,H,6.4,3.0,2.0,2.0,208.0,2211.0,Alphington,Yarralea,3/09/2016
1492000.0,S,H,6.4,3.0,2.0,2.0,411.0,2211.0,Alphington,Fulham,4/03/2017
1717500.0,S,H,6.4,4.0,2.0,1.0,599.0,2211.0,Alphington,Shiers,8/10/2016
2840000.0,S,H,6.4,5.0,4.0,4.0,809.0,2211.0,Alphington,Fulham,12/06/2016
525500.0,S,U,6.4,2.0,1.0,1.0,88.0,2211.0,Alphington,Harker,12/11/2016
805000.0,S,T,6.4,2.0,2.0,3.0,155.0,2211.0,Alphington,Miller,12/11/2016
465000.0,S,U,6.4,2.0,1.0,1.0,0.0,2211.0,Alphington,Yarana,12/11/2016
2000000.0,PI,H,6.4,3.0,3.0,2.0,686.0,2211.0,Alphington,Heidelberg,15/10/2016
1540000.0,S,H,6.4,3.0,1.0,2.0,592.0,2211.0,Alphington,Naroon,16/04/2016
820000.0,S,U,6.4,2.0,1.0,1.0,183.0,2211.0,Alphington,Grange,18/03/2017
1830000.0,S,H,6.4,4.0,2.0,2.0,606.0,2211.0,Alphington,Bennett,19/11/2016
2100000.0,S,H,6.4,4.0,2.0,2.0,575.0,2211.0,Alphington,Bennett,19/11/2016
865000.0,SP,H,6.4,3.0,1.0,1.0,180.0,2211.0,Alphington,Hamilton,22/05/2016
390000.0,VB,U,6.4,2.0,1.0,1.0,0.0,2211.0,Alphington,Yarana,22/05/2016
650000.0,SP,T,6.4,2.0,1.0,0.0,0.0,2211.0,Alphington,Chandler,24/09/2016
512000.0,S,U,6.4,2.0,1.0,1.0,0.0,2211.0,Alphington,Fulham,25/02/2017
1165000.0,S,H,6.4,3.0,1.0,2.0,979.0,2211.0,Alphington,Lowther,27/06/2016
1900000.0,SP,H,6.4,4.0,2.0,2.0,556.0,2211.0,Alphington,Margaret,27/11/2016
1485000.0,SP,H,6.4,3.0,0.0,0.0,597.0,2211.0,Alphington,Naroon,28/08/2016
1950000.0,S,H,6.4,4.0,2.0,3.0,589.0,2211.0,Alphington,Shiers,30/07/2016
520000.0,VB,H,13.8,3.0,2.0,1.0,352.0,5301.0,Altona,Queen,3/09/2016
1525000.0,S,H,13.8,5.0,3.0,3.0,729.0,5301.0,Altona,Bracken,3/12/2016
720000.0,S,T,13.8,2.0,1.0,2.0,292.0,5301.0,Altona,Blyth,4/02/2016
1120000.0,S,H,13.8,3.0,1.0,2.0,506.0,5301.0,Altona,Blyth,4/03/2017
780000.0,PI,H,13.8,4.0,1.0,4.0,655.0,5301.0,Altona,Linnet,4/06/2016
1780000.0,SP,H,13.8,4.0,3.0,6.0,1057.0,5301.0,Altona,Rose,4/06/2016
630000.0,S,U,13.8,3.0,1.0,2.0,311.0,5301.0,Altona,Blyth,6/08/2016
406000.0,SP,U,13.8,2.0,1.0,1.0,65.0,5301.0,Altona,Grieve,6/08/2016
660000.0,VB,H,13.8,3.0,1.0,1.0,602.0,5301.0,Altona,Maidstone,7/05/2016
683500.0,S,H,13.8,3.0,1.0,1.0,530.0,5301.0,Altona,Keeshan,7/11/2016
580000.0,S,U,13.8,2.0,1.0,1.0,225.0,5301.0,Altona,Queen,8/10/2016
1335000.0,S,H,13.8,3.0,1.0,4.0,777.0,5301.0,Altona,Queen,8/10/2016
800000.0,SP,T,13.8,3.0,2.0,2.0,280.0,5301.0,Altona,Queen,8/10/2016
510000.0,S,U,13.8,2.0,1.0,1.0,127.0,5301.0,Altona,Grieve,10/09/2016
1070000.0,S,H,13.8,4.0,2.0,2.0,695.0,5301.0,Altona,Queen,10/09/2016
425000.0,S,U,13.8,2.0,1.0,2.0,115.0,5301.0,Altona,Rose,10/09/2016
605000.0,S,U,13.8,3.0,2.0,2.0,230.0,5301.0,Altona,David,10/12/2016
705000.0,S,T,13.8,3.0,2.0,2.0,197.0,5301.0,Altona,Merritt,11/02/2017
391000.0,SP,U,13.8,2.0,1.0,1.0,0.0,5301.0,Altona,Millers,11/02/2017
440000.0,SP,U,13.8,2.0,1.0,1.0,0.0,5301.0,Altona,Pier,11/02/2017
845000.0,S,H,13.8,4.0,1.0,2.0,745.0,5301.0,Altona,Wren,11/02/2017
743000.0,SP,T,13.8,3.0,2.0,2.0,211.0,5301.0,Altona,Blyth,12/11/2016
730000.0,SP,U,13.8,3.0,2.0,1.0,69.0,5301.0,Altona,Blyth,13/08/2016
635000.0,S,H,13.8,3.0,1.0,4.0,625.0,5301.0,Altona,Maidstone,14/05/2016
620000.0,SP,U,13.8,2.0,1.0,1.0,168.0,5301.0,Altona,Rayner,14/05/2016
447000.0,S,U,13.8,2.0,1.0,1.0,137.0,5301.0,Altona,Sargood,15/10/2016
730000.0,SP,U,13.8,3.0,2.0,1.0,70.0,5301.0,Altona,Blyth,16/04/2016
678000.0,S,H,13.8,3.0,1.0,2.0,606.0,5301.0,Altona,Fenfield,16/04/2016
580000.0,PI,U,13.8,2.0,2.0,1.0,175.0,5301.0,Altona,David,16/07/2016
712000.0,S,H,13.8,3.0,1.0,2.0,363.0,5301.0,Altona,Seves,17/09/2016
840000.0,SP,H,13.8,3.0,2.0,2.0,534.0,5301.0,Altona,McIntyre,18/03/2017
980000.0,S,H,13.8,3.0,1.0,2.0,724.0,5301.0,Altona,Boyd,19/11/2016
605100.0,S,T,13.8,3.0,2.0,0.0,265.0,5301.0,Altona,Spear,22/05/2016
880000.0,PI,H,13.8,3.0,3.0,1.0,577.0,5301.0,Altona,Queen,22/08/2016
577000.0,S,U,13.8,3.0,2.0,1.0,205.0,5301.0,Altona,Mulga,23/04/2016
1030000.0,S,H,13.8,4.0,1.0,0.0,797.0,5301.0,Altona,Millers,25/02/2017
605000.0,S,U,13.8,3.0,1.0,2.0,181.0,5301.0,Altona,Railway,25/02/2017
753000.0,S,H,13.8,3.0,2.0,2.0,529.0,5301.0,Altona,McIntyre,27/06/2016
857000.0,SP,H,13.8,2.0,2.0,1.0,675.0,5301.0,Altona,Maidstone,27/11/2016
1500000.0,S,H,13.8,3.0,1.0,1.0,929.0,5301.0,Altona,Bent,28/05/2016
730000.0,SP,U,13.8,3.0,2.0,1.0,70.0,5301.0,Altona,Blyth,28/05/2016
900000.0,S,H,13.8,3.0,1.0,4.0,697.0,5301.0,Altona,Kookaburra,28/05/2016
740000.0,S,H,13.8,3.0,1.0,2.0,604.0,5301.0,Altona,Civic,28/08/2016
931000.0,S,H,13.8,4.0,2.0,3.0,532.0,5301.0,Altona,Curtin,28/08/2016
535600.0,SP,H,13.8,2.0,1.0,1.0,154.0,5301.0,Altona,David,30/07/2016
1085000.0,S,H,11.1,5.0,3.0,6.0,592.0,5132.0,Altona North,Hearn,3/09/2016
781000.0,S,H,11.1,3.0,1.0,2.0,533.0,5132.0,Altona North,Knapp,3/09/2016
750000.0,SP,H,11.1,3.0,1.0,3.0,554.0,5132.0,Altona North,Hatherley,4/03/2017
421000.0,S,T,11.1,2.0,1.0,1.0,77.0,5132.0,Altona North,Marion,4/03/2017
1405000.0,S,H,11.1,3.0,1.0,3.0,655.0,5132.0,Altona North,Mills,4/03/2017
683000.0,S,H,11.1,3.0,1.0,2.0,534.0,5132.0,Altona North,Carthy,4/06/2016
623000.0,S,H,11.1,3.0,1.0,3.0,540.0,5132.0,Altona North,Harris,4/06/2016
720000.0,VB,H,11.1,3.0,2.0,1.0,0.0,5132.0,Altona North,Little,6/08/2016
588000.0,S,H,11.1,3.0,1.0,1.0,328.0,5132.0,Altona North,Mills,7/05/2016
710000.0,PI,H,11.1,3.0,1.0,3.0,540.0,5132.0,Altona North,Binns,7/11/2016
875000.0,SP,H,11.1,4.0,1.0,4.0,559.0,5132.0,Altona North,Allan,8/10/2016
700000.0,VB,H,11.1,3.0,1.0,3.0,554.0,5132.0,Altona North,Hatherley,10/12/2016
640000.0,S,T,11.1,2.0,1.0,1.0,252.0,5132.0,Altona North,Mason,11/03/2017
650000.0,SP,H,11.1,4.0,1.0,4.0,558.0,5132.0,Altona North,Allan,12/06/2016
675000.0,S,H,11.1,3.0,2.0,2.0,171.0,5132.0,Altona North,May,14/05/2016
708000.0,S,H,11.1,3.0,1.0,2.0,585.0,5132.0,Altona North,Beevers,15/10/2016
965000.0,SP,H,11.1,4.0,1.0,4.0,851.0,5132.0,Altona North,Murphy,15/10/2016
680000.0,S,H,11.1,3.0,1.0,3.0,551.0,5132.0,Altona North,Beevers,19/11/2016
770000.0,SP,H,11.1,3.0,1.0,3.0,602.0,5132.0,Altona North,Neal,19/11/2016
923000.0,S,H,11.1,3.0,1.0,2.0,740.0,5132.0,Altona North,Duosa,22/05/2016
693000.0,SP,H,11.1,4.0,2.0,4.0,315.0,5132.0,Altona North,Millers,22/05/2016
620000.0,SP,H,11.1,3.0,2.0,2.0,276.0,5132.0,Altona North,Chambers,22/08/2016
728500.0,S,H,11.1,3.0,1.0,1.0,531.0,5132.0,Altona North,Gadsden,22/08/2016
931000.0,S,H,11.1,3.0,2.0,1.0,590.0,5132.0,Altona North,Hansen,22/08/2016
988000.0,S,H,11.1,3.0,1.0,4.0,715.0,5132.0,Altona North,Prismall,22/08/2016
590000.0,S,H,11.1,3.0,1.0,2.0,561.0,5132.0,Altona North,McIntosh,23/04/2016
610000.0,S,H,11.1,2.0,1.0,2.0,691.0,5132.0,Altona North,May,24/09/2016
815000.0,S,H,11.1,3.0,2.0,3.0,555.0,5132.0,Altona North,Hill,25/02/2017
970000.0,S,H,11.1,4.0,1.0,2.0,708.0,5132.0,Altona North,May,25/02/2017
760000.0,S,H,11.1,4.0,1.0,3.0,668.0,5132.0,Altona North,Chambers,27/06/2016
847500.0,S,T,11.1,4.0,3.0,1.0,252.0,5132.0,Altona North,Mason,27/06/2016
1200000.0,SP,H,11.1,4.0,1.0,4.0,633.0,5132.0,Altona North,Cresser,27/11/2016
700000.0,SP,H,11.1,3.0,1.0,1.0,557.0,5132.0,Altona North,McIntosh,27/11/2016
625000.0,PI,H,11.1,3.0,1.0,1.0,536.0,5132.0,Altona North,Knapp,28/05/2016
292000.0,S,U,11.1,2.0,1.0,1.0,153.0,5132.0,Altona North,Blackshaws,28/08/2016
599000.0,S,U,6.3,2.0,1.0,1.0,0.0,4836.0,Armadale,Mercer,3/09/2016
550000.0,VB,U,6.3,2.0,1.0,0.0,861.0,4836.0,Armadale,Adelaide,3/12/2016
995000.0,S,U,6.3,3.0,2.0,2.0,0.0,4836.0,Armadale,Denbigh,3/12/2016
1205000.0,S,T,6.3,3.0,2.0,2.0,101.0,4836.0,Armadale,High,3/12/2016
1939000.0,S,H,6.3,3.0,2.0,2.0,296.0,4836.0,Armadale,Llaneast,3/12/2016
421500.0,S,U,6.3,1.0,1.0,0.0,0.0,4836.0,Armadale,Northcote,3/12/2016
1870000.0,S,H,6.3,3.0,1.0,1.0,217.0,4836.0,Armadale,Cambridge,4/03/2017
678000.0,S,U,6.3,2.0,1.0,2.0,0.0,4836.0,Armadale,Fulton,4/03/2017
1918000.0,SP,T,6.3,3.0,2.0,2.0,0.0,4836.0,Armadale,Mercer,4/03/2017
660000.0,SP,U,6.3,2.0,1.0,1.0,0.0,4836.0,Armadale,Wattletree,4/03/2017
2050000.0,S,H,6.3,3.0,2.0,1.0,205.0,4836.0,Armadale,Willis,4/03/2017
700000.0,VB,U,6.3,2.0,1.0,2.0,0.0,4836.0,Armadale,Denbigh,4/06/2016
3625000.0,S,U,6.3,2.0,2.0,2.0,0.0,4836.0,Armadale,Myamyn,4/06/2016
3000000.0,VB,H,6.3,4.0,2.0,2.0,1581.0,4836.0,Armadale,Orrong,4/06/2016
1525000.0,PI,H,6.3,5.0,2.0,2.0,693.0,4836.0,Armadale,Dandenong,7/05/2016
735000.0,PI,U,6.3,3.0,2.0,1.0,2113.0,4836.0,Armadale,Mercer,7/05/2016
825000.0,S,U,6.3,2.0,1.0,1.0,0.0,4836.0,Armadale,Mercer,7/05/2016
1586000.0,S,T,6.3,3.0,2.0,2.0,246.0,4836.0,Armadale,Orrong,7/05/2016
645000.0,S,U,6.3,2.0,1.0,1.0,0.0,4836.0,Armadale,Kooyong,8/10/2016
1435000.0,SP,H,6.3,1.0,2.0,1.0,144.0,4836.0,Armadale,William,8/10/2016
280000.0,PI,U,6.3,1.0,1.0,1.0,0.0,4836.0,Armadale,Dandenong,10/09/2016
400000.0,PI,U,6.3,1.0,1.0,1.0,0.0,4836.0,Armadale,Armadale,10/12/2016
1780000.0,S,H,6.3,2.0,2.0,2.0,0.0,4836.0,Armadale,Mercer,10/12/2016
592500.0,S,U,6.3,2.0,1.0,1.0,0.0,4836.0,Armadale,Sutherland,10/12/2016
1210000.0,S,H,6.3,2.0,1.0,0.0,249.0,4836.0,Armadale,New,12/11/2016
2801000.0,S,H,6.3,4.0,2.0,2.0,624.0,4836.0,Armadale,Northcote,12/11/2016
390000.0,S,U,6.3,1.0,1.0,0.0,881.0,4836.0,Armadale,Wattletree,14/05/2016
1800000.0,PI,H,6.3,3.0,2.0,2.0,405.0,4836.0,Armadale,High,15/10/2016
2200000.0,PI,H,6.3,4.0,1.0,2.0,495.0,4836.0,Armadale,Llaneast,15/10/2016
324000.0,S,U,6.3,1.0,1.0,1.0,0.0,4836.0,Armadale,Orrong,16/04/2016
5525000.0,S,H,6.3,6.0,3.0,4.0,1491.0,4836.0,Armadale,Dandenong,17/09/2016
1125000.0,S,H,6.3,2.0,1.0,2.0,169.0,4836.0,Armadale,Rose,17/09/2016
2250000.0,S,H,6.3,3.0,3.0,1.0,301.0,4836.0,Armadale,Rose,17/09/2016
2360000.0,S,H,6.3,3.0,2.0,0.0,336.0,4836.0,Armadale,Auburn,18/03/2017
1900000.0,VB,H,6.3,2.0,2.0,0.0,207.0,4836.0,Armadale,Hume,18/03/2017
440000.0,SP,U,6.3,1.0,1.0,1.0,0.0,4836.0,Armadale,Orrong,18/03/2017
490000.0,PI,U,6.3,2.0,1.0,1.0,0.0,4836.0,Armadale,Dandenong,18/06/2016
2365000.0,S,H,6.3,3.0,2.0,1.0,316.0,4836.0,Armadale,Glassford,18/06/2016
1300000.0,VB,H,6.3,3.0,1.0,2.0,212.0,4836.0,Armadale,New,18/06/2016
732000.0,S,U,6.3,3.0,2.0,2.0,0.0,4836.0,Armadale,Orrong,18/06/2016
704000.0,SP,U,6.3,2.0,1.0,1.0,0.0,4836.0,Armadale,Armadale,19/11/2016
620000.0,VB,U,6.3,2.0,1.0,1.0,0.0,4836.0,Armadale,Kooyong,19/11/2016
1900000.0,S,H,6.3,3.0,1.0,2.0,328.0,4836.0,Armadale,Denbigh,22/05/2016
315000.0,SP,U,6.3,1.0,1.0,1.0,0.0,4836.0,Armadale,Sutherland,22/08/2016
450000.0,PI,U,6.3,1.0,1.0,1.0,0.0,4836.0,Armadale,Derby,24/09/2016
710000.0,S,U,6.3,2.0,1.0,1.0,2471.0,4836.0,Armadale,Armadale,25/02/2017
872000.0,S,U,6.3,2.0,1.0,1.0,1194.0,4836.0,Armadale,Dandenong,25/02/2017
